imageUrl;title;description;wikipediaLink
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Derk%20Welt.jpg;Derk Welt;Dutch politician;https://nl.wikipedia.org/wiki/Derk_Welt
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Piet%20Aalberse.jpg;Piet Aalberse;Dutch politician (1871–1948);https://nl.wikipedia.org/wiki/Piet_Aalberse_(1871-1948)
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Hubert%20van%20Asch%20van%20Wijck.jpg;Hubert van Asch van Wijck;Dutch politician (1867-1935);https://nl.wikipedia.org/wiki/Hubert_van_Asch_van_Wijck
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Henri%20Hubert%20Kol.jpg;Henri Hubert van Kol;Dutch politician (1852–1925);https://nl.wikipedia.org/wiki/Henri_van_Kol
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Joseph%20Limburg.jpg;Joseph Limburg;Dutch politician and lawyer (1866-1940);https://nl.wikipedia.org/wiki/Joseph_Limburg
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Henri%20Marchant.jpg;Henri Marchant;Dutch lawyer and politician (1869-1956);https://nl.wikipedia.org/wiki/Henri_Marchant
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Rudolf%20Patijn.jpg;Rudolf Patijn;Dutch lawyer and politician (1863–1956);https://nl.wikipedia.org/wiki/Rudolf_Patijn
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Rienk%20van%20Veen.jpg;Rienk van Veen;Dutch lawyer and politician (1865–1929);https://nl.wikipedia.org/wiki/Rienk_van_Veen
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Joor%20Bastiaan%20Verheij.jpg;Joor Bastiaan Verheij;Dutch teacher and politician (1851–1913);https://nl.wikipedia.org/wiki/Joor_Bastiaan_Verheij
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Jan%20Dirk%20van%20Wassenaer%20van%20Rosande.jpg;Jan Dirk van Wassenaer van Rosande;Dutch politician (1851-1914);https://nl.wikipedia.org/wiki/Jan_Dirk_van_Wassenaer_van_Rosande
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Jan%20Evert%20Scholten.jpg;Jan Evert Scholten;Dutch politician (1849-1918);https://nl.wikipedia.org/wiki/Jan_Evert_Scholten
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Louis%20Regout.jpg;Louis Regout;Dutch politician (1861-1915);https://nl.wikipedia.org/wiki/Louis_Hubert_Willem_Regout
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Petrus%20Josephus%20Johannus%20Sophia%20Marie%20van%20der%20Does%20de%20Willebois.jpg;Petrus Josephus Johannus Sophia Marie van der Does de Willebois;Dutch mayor (1843-1937);https://nl.wikipedia.org/wiki/Petrus_van_der_Does_de_Willebois
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Frans%20Jozef%20Bolsius.jpg;Frans Jozef Bolsius;Dutch lawyer and politician (1869-1951);https://nl.wikipedia.org/wiki/Frans_Bolsius
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Maurits%20Anton%20Brants.jpg;Maurits Anton Brants;Dutch politician (1853-1929);https://nl.wikipedia.org/wiki/Maurits_Anton_Brants
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Lodewijk%20Duymaer%20van%20Twist.jpg;Lodewijk Duymaer van Twist;Dutch politician (1865-1961);https://nl.wikipedia.org/wiki/Lodewijk_Duymaer_van_Twist
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Octaaf%20van%20Nispen%20tot%20Sevenaer.jpg;Octaaf van Nispen tot Sevenaer;Dutch politician (1867-1956);https://nl.wikipedia.org/wiki/Octaaf_van_Nispen_tot_Sevenaer
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Robert%20Regout.jpg;Robert Regout;Dutch politician (1863-1913);https://nl.wikipedia.org/wiki/Edmond_Robert_Hubert_Regout
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Otto%20Jacob%20Eifelanus%20van%20Wassenaer%20van%20Catwijck.jpg;Otto Jacob Eifelanus van Wassenaer van Catwijck;Dutch politician (1856-1939);https://nl.wikipedia.org/wiki/Otto_Jacob_Eifelanus_van_Wassenaer_van_Catwijck
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Franciscus%20Lieftinck.jpg;Franciscus Lieftinck;Dutch politician (1835-1917);https://nl.wikipedia.org/wiki/Franciscus_Lieftinck
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Jean%20Gustave%20Stanislas%20Bevers.jpg;Jean Gustave Stanislas Bevers;Dutch politician (1852-1909);https://nl.wikipedia.org/wiki/Jean_Gustave_Stanislas_Bevers
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Petrus%20Hendrik%20Roessingh.jpg;Petrus Hendrik Roessingh;politician (1840–1916);https://nl.wikipedia.org/wiki/Petrus_Hendrik_Roessingh
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Jan%20Elias%20Nicolaas%20Schimmelpenninck%20van%20der%20Oye.jpg;Jan Elias Nicolaas Schimmelpenninck van der Oye;Dutch politician (1836-1914);https://nl.wikipedia.org/wiki/Jan_Elias_Nicolaas_Schimmelpenninck_van_der_Oye
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Jan%20Willem%20IJzerman.jpg;Jan Willem IJzerman;Dutch politician (1851-1932);https://nl.wikipedia.org/wiki/Jan_Willem_IJzerman
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Jan%20Schaper.jpg;Jan Schaper;Dutch politician (1868-1934);https://nl.wikipedia.org/wiki/Jan_Schaper
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Isa%C3%A4c%20Burchard%20Diederik%20van%20den%20Berch%20van%20Heemstede.jpg;Isaäc Burchard Diederik van den Berch van Heemstede;Dutch politician (1860–1917);https://nl.wikipedia.org/wiki/Isa%C3%A4c_Burchard_Diederik_van_den_Berch_van_Heemstede
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Jan%20Schokking.jpg;Jan Schokking;Dutch politician (1864-1941);https://nl.wikipedia.org/wiki/Jan_Schokking
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Nicolaas%20Pierson.jpg;Nicolaas Pierson;Dutch politician (1839-1909);https://nl.wikipedia.org/wiki/Nicolaas_Pierson_(politicus)
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Pieter%20Jelles%20Troelstra.jpg;Pieter Jelles Troelstra;Dutch politician (1860-1930);https://nl.wikipedia.org/wiki/Pieter_Jelles_Troelstra
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Meinard%20Tydeman.jpg;Meinard Tydeman;Dutch politician (1854-1916);https://nl.wikipedia.org/wiki/Meinard_Tydeman_(1854-1916)
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Henricus%20Paulus%20Cornelis%20Bosch%20van%20Drakestein%20van%20Nieuw-Amelisweer.jpg;Henricus Paulus Cornelis Bosch van Drakestein van Nieuw-Amelisweerd;Dutch politician (1839-1914);https://nl.wikipedia.org/wiki/Henricus_Paulus_Cornelis_Bosch_van_Drakestein
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Gustaaf%20van%20der%20Feltz.jpg;Gustaaf van der Feltz;Dutch politician (1853–1928);https://nl.wikipedia.org/wiki/Gustaaf_van_der_Feltz_(1853-1928)
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Piter%20Loadewyk%20Tak.jpg;Piter Loadewyk Tak;Dutch journalist and politician (1848–1907);https://nl.wikipedia.org/wiki/Pieter_Lodewijk_Tak
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Otto%20Jan%20Herbert%20van%20Limburg%20Stirum.jpg;Otto Jan Herbert van Limburg Stirum;Dutch politician (1855-1909);https://nl.wikipedia.org/wiki/Otto_Jan_Herbert_van_Limburg_Stirum
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Jan%20Loeff.jpg;Jan Loeff;Dutch lawyer and politician (1858–1921);https://nl.wikipedia.org/wiki/Jan_Loeff
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Jan%20van%20Alphen.jpg;Jan van Alphen;politician (1829–1911);https://nl.wikipedia.org/wiki/Jan_van_Alphen
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Louis%20Michiels%20van%20Verduynen.jpg;Louis Michiels van Verduynen;Dutch politician (1855-1929);https://nl.wikipedia.org/wiki/Louis_Michiels_van_Verduynen
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Petrus%20Boele%20Jacobus%20Ferf.jpg;Petrus Boele Jacobus Ferf;Dutch politician (1854-1916);https://nl.wikipedia.org/wiki/Petrus_Boele_Jacobus_Ferf
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Pieter%20Christiaan%20Jacobus%20Hennequin.jpg;Pieter Christiaan Jacobus Hennequin;Dutch politician (1852-1912);https://nl.wikipedia.org/wiki/Pieter_Christiaan_Jacobus_Hennequin
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Geuchien%20Zijlma.jpg;Geuchien Zijlma;Dutch politician (1842-1922);https://nl.wikipedia.org/wiki/Geuchien_Zijlma
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Frederic%20Joseph%20Maria%20Anton%20Reekers.jpg;Frederic Joseph Maria Anton Reekers;politician (1842-1922);https://nl.wikipedia.org/wiki/Frederic_Joseph_Maria_Anton_Reekers
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Frederik%20van%20Bylandt.jpg;Frederik van Bylandt;Dutch politician (1841-1924);https://nl.wikipedia.org/wiki/Frederik_van_Bylandt
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Hendrik%20Lodewijk%20Drucker.jpg;Hendrik Lodewijk Drucker;Dutch politician (1857–1917);https://nl.wikipedia.org/wiki/Hendrik_Lodewijk_Drucker
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Henri%20Adolphe%20van%20de%20Velde.jpg;Henri Adolphe van de Velde;Dutch politician (1855-1919);https://nl.wikipedia.org/wiki/Henri_Adolphe_van_de_Velde
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Herman%20Jacob%20Kist.jpg;Herman Jacob Kist;Dutch jurist and politician (1836-1912);https://nl.wikipedia.org/wiki/Herman_Jacob_Kist_(1836-1912)
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Hugo%20van%20Gijn.jpg;Hugo van Gijn;Dutch politician;https://nl.wikipedia.org/wiki/Hugo_van_Gijn
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Jan%20Jacob%20Willinge.jpg;Jan Jacob Willinge;politician (1849-1926);https://nl.wikipedia.org/wiki/Jan_Jacob_Willinge_(1849-1926)
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Karel%20Antonie%20Godin%20de%20Beaufort.jpg;Karel Antonie Godin de Beaufort;Dutch politician (1850–1921);https://nl.wikipedia.org/wiki/Karel_Antonie_Godin_de_Beaufort
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Maximilien%20Joseph%20Caspar%20Marie%20Kolkman.jpg;Maximilien Joseph Caspar Marie Kolkman;Dutch politician (1853-1924);https://nl.wikipedia.org/wiki/Maximilien_Joseph_Caspar_Marie_Kolkman
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Pieter%20Cornelis%20%27t%20Hooft.jpg;Pieter Cornelis 't Hooft;Dutch politician (1849-1921);https://nl.wikipedia.org/wiki/Pieter_Cornelis_%27t_Hooft
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Eduard%20Nicolaas%20Rahusen.jpg;Eduard Nicolaas Rahusen;Dutch lawyer and politician (1830-1913);https://nl.wikipedia.org/wiki/Eduard_Nicolaas_Rahusen
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Floris%20Willem%20van%20Styrum.jpg;Floris Willem van Styrum;Dutch politician, lawyer and judge (1855-1929);https://nl.wikipedia.org/wiki/Floris_Willem_van_Styrum_(1855-1929)
http://commons.wikimedia.org/wiki/Special:FilePath/Onze%20Afgevaardigden%20%281905%29%20-%20Pieter%20van%20Foreest.jpg;Pieter van Foreest;Dutch politician (1845–1922);https://nl.wikipedia.org/wiki/Pieter_van_Foreest_(1845-1922)
http://commons.wikimedia.org/wiki/Special:FilePath/Bezoek%20van%20Prins%20Hendrik%20en%20Prinses%20Juliana%20aan%20de%20fabriek%20van%20de%20firma%20Verkade%20te%20Zaandam%2C%201922.jpg;Juliana of the Netherlands;Queen of the Netherlands from 1948 to 1980 (1909-2004);https://nl.wikipedia.org/wiki/Juliana_der_Nederlanden
http://commons.wikimedia.org/wiki/Special:FilePath/Bezoek%20van%20Prins%20Hendrik%20en%20Prinses%20Juliana%20aan%20de%20fabriek%20van%20de%20firma%20Verkade%20te%20Zaandam%2C%201922.jpg;Prince Hendrik, Prince Consort of the Netherlands;spouse of Queen Wilhelmina of the Netherlands, prince consort of the Netherlands (1876-1934);https://nl.wikipedia.org/wiki/Hendrik_van_Mecklenburg-Schwerin
http://commons.wikimedia.org/wiki/Special:FilePath/Ed.%20C.%20Witschey.jpg;Eduard Carel Witschey;Dutch politician (1891-1960);https://nl.wikipedia.org/wiki/Eduard_Carel_Witschey
http://commons.wikimedia.org/wiki/Special:FilePath/Emile%20Enthoven%20-%20Onze%20Musici%20%281923%29.jpg;Emile Enthoven;Dutch composer (1903-1950);https://nl.wikipedia.org/wiki/Emile_Enthoven
http://commons.wikimedia.org/wiki/Special:FilePath/Emmy%20Kruijt%20-%20Onze%20Musici%20%281923%29.jpg;Emmy Kruijt;Dutch musician;https://nl.wikipedia.org/wiki/Emmy_Kruijt
http://commons.wikimedia.org/wiki/Special:FilePath/Evert%20Cornelis%20-%20Onze%20Musici%20%281923%29.jpg;Evert Cornelis;Dutch conductor (1884-1931);https://nl.wikipedia.org/wiki/Evert_Cornelis
http://commons.wikimedia.org/wiki/Special:FilePath/A.D.%20de%20Groot%2C%201937.jpg;Adriaan de Groot;Dutch chess player and psychologist;https://nl.wikipedia.org/wiki/Adriaan_de_Groot
http://commons.wikimedia.org/wiki/Special:FilePath/Adolphe%20Max%20-%20De%20Telegraaf%201923-09-28%20%28cropped%29.jpg;Adolphe Max;Belgian politician (1869–1939);https://nl.wikipedia.org/wiki/Adolphe_Max
http://commons.wikimedia.org/wiki/Special:FilePath/A.%20Slob%20-%20De%20Telegraaf%201923-07-10%20%28cropped%29.jpg;Adriaan Slob;Mayor of Haarlemmermeer (1874-1945);https://nl.wikipedia.org/wiki/Adriaan_Slob
http://commons.wikimedia.org/wiki/Special:FilePath/Blomhoff%2C%20Titia%20and%20Johannes%20-%20KONB11-BLOMHOFF-TITIA-NEHA.jpg;Jan Cock Blomhoff;Dutch trade representative in Japan (1779-1853);https://nl.wikipedia.org/wiki/Jan_Cock_Blomhoff
http://commons.wikimedia.org/wiki/Special:FilePath/Blomhoff%2C%20Titia%20and%20Johannes%20-%20KONB11-BLOMHOFF-TITIA-NEHA.jpg;Titia Bergsma;the first European woman to stay in Japan hermetically sealed off for Europeans, married to Jan Cock Blomhoff;https://nl.wikipedia.org/wiki/Titia_Bergsma
http://commons.wikimedia.org/wiki/Special:FilePath/Beeldhouwer%20Charles%20van%20Wijk%20uit%20%27s-Gravenhage%2C%201899.jpg;Charles van Wijk;Dutch sculptor (1875-1917);https://nl.wikipedia.org/wiki/Charles_van_Wijk
http://commons.wikimedia.org/wiki/Special:FilePath/Blaise%20Pascal%20%28physicien%2C%20g%C3%A9om%C3%A8tre%20et%20philosophe%29%2C%20n%C3%A9%20%C3%A0%20Clermont%20%28D%C3%A9pt.%20du-Puy-de-D%C3%B4me%29%20le%2019%20juin%201623.%20Mort%20%C3%A0%20Paris%20le%2019%20aout%201662%20-%20KONB16-574144943%20-%20Prent%201%20van%201.jpg;Blaise Pascal;French mathematician, physicist, inventor, writer, and Christian philosopher (1623–1662);https://nl.wikipedia.org/wiki/Blaise_Pascal
http://commons.wikimedia.org/wiki/Special:FilePath/Frits%20Sieger%2C%202de%20sekrelaris%20van%20kunstenaarsvereniging%20De%20Onafhankelijken%2C%201937.jpg;Frits Sieger;Dutch sculptor (1893–1990);https://nl.wikipedia.org/wiki/Frits_Sieger
http://commons.wikimedia.org/wiki/Special:FilePath/Adolf%20Le%20Comte.jpg;Adolf le Comte;Dutch artist (1850-1921);https://nl.wikipedia.org/wiki/Adolf_le_Comte
http://commons.wikimedia.org/wiki/Special:FilePath/Sabin%20William%20Carr%2001.jpg;Sabin Carr;American pole vaulter (1904–1983);https://nl.wikipedia.org/wiki/Sabin_Carr
http://commons.wikimedia.org/wiki/Special:FilePath/Elly%20Taconis%2C%20Liselotte%20Landbeck%2C%20Nehringonda.jpg;Liselotte Landbeck;Austrian and Belgian athlete in figure and speed skating (1916-2013);https://nl.wikipedia.org/wiki/Liselotte_Landbeck
http://commons.wikimedia.org/wiki/Special:FilePath/Elly%20Taconis%2C%20Liselotte%20Landbeck%2C%20Nehringonda.jpg;Zofia Nehringowa;speed skater from Poland (1910-1972);https://nl.wikipedia.org/wiki/Zofia_Nehringowa
http://commons.wikimedia.org/wiki/Special:FilePath/Emile%20van%20Dievoet.jpg;Emile Van Dievoet;Belgian politician (1886-1967);https://nl.wikipedia.org/wiki/Emile_van_Dievoet
http://commons.wikimedia.org/wiki/Special:FilePath/Edgard%20De%20Bruyne.jpg;Edouard De Bruyne;Belgian politician (1898–1959);https://nl.wikipedia.org/wiki/Edgard_De_Bruyne
http://commons.wikimedia.org/wiki/Special:FilePath/A.%20van%20Walsum.jpg;Arnoldus van Walsum;Dutch politician (1890-1957);https://nl.wikipedia.org/wiki/Arnoldus_van_Walsum_(1890-1957)
http://commons.wikimedia.org/wiki/Special:FilePath/Frank%20Bunker%20Gilbreth%20studying%20labor%20movements%2C%201916.jpg;Frank Bunker Gilbreth;American industrial engineer (1868-1924);https://nl.wikipedia.org/wiki/Frank_Bunker_Gilbreth
http://commons.wikimedia.org/wiki/Special:FilePath/Ary%20Belinfante%20-%20Onze%20Musici%20%281923%29.jpg;Ary Belinfante;Dutch pianist (1870-1924);https://nl.wikipedia.org/wiki/Ary_Belinfante
http://commons.wikimedia.org/wiki/Special:FilePath/Burgemeester%20Van%20Grunsven%20%281938%29%20-%20Limburger%20Koerier.JPG;Marcel van Grunsven;Dutch mayor (1896-1969);https://nl.wikipedia.org/wiki/Marcel_van_Grunsven
http://commons.wikimedia.org/wiki/Special:FilePath/Frits%20Koolhoven%2C%201920.jpg;Frederick Koolhoven;Dutch aerospace engineer (1886–1946);https://nl.wikipedia.org/wiki/Frits_Koolhoven
http://commons.wikimedia.org/wiki/Special:FilePath/Estafette-ploeg%20van%20de%20Rotterdamsche%20Dames%20Zwemclub%2C%202%20april%201926.jpg;Truus Klapwijk;Dutch swimmer (1904–1991);https://nl.wikipedia.org/wiki/Truus_Klapwijk
http://commons.wikimedia.org/wiki/Special:FilePath/Estafette-ploeg%20van%20de%20Rotterdamsche%20Dames%20Zwemclub%2C%202%20april%201926.jpg;Willy den Turk;Dutch swimmer;https://nl.wikipedia.org/wiki/Willy_den_Turk
http://commons.wikimedia.org/wiki/Special:FilePath/Estafette-ploeg%20van%20de%20Rotterdamsche%20Dames%20Zwemclub%2C%202%20april%201926.jpg;Cor van Gelder;Dutch swimmer (1904-1969);https://nl.wikipedia.org/wiki/Cor_van_Gelder
http://commons.wikimedia.org/wiki/Special:FilePath/Ernst%20Michel%2C%20Erich%20Wichman%20and%20H.A.%20Sinclair%20de%20Rochemont.jpg;H. A. Sinclair de Rochemont;Dutch journalist;https://nl.wikipedia.org/wiki/Hugues_Alexandre_Sinclair_de_Rochemont
http://commons.wikimedia.org/wiki/Special:FilePath/Eduard%20Verkade%2C%201911.jpg;Eduard Verkade;Dutch actor and theatre director (1878-1961);https://nl.wikipedia.org/wiki/Eduard_Verkade
http://commons.wikimedia.org/wiki/Special:FilePath/Fridolin%20Marinus%20Knobel%201913.jpg;Fridolin Marinus Knobel;Dutch politician (1857-1933);https://nl.wikipedia.org/wiki/Fridolin_Marinus_Knobel
http://commons.wikimedia.org/wiki/Special:FilePath/Elias%20Hijman%20Melkman.jpg;Cor Kools;Dutch footballer (1907-1985);https://nl.wikipedia.org/wiki/Cor_Kools
http://commons.wikimedia.org/wiki/Special:FilePath/Ben%20Ali%20Libi.png;Michel Velleman;Dutch magician who died in Sobibor prison camp;https://nl.wikipedia.org/wiki/Michel_Velleman
http://commons.wikimedia.org/wiki/Special:FilePath/Emil%20Zatopec%20at%20the%201948%20Summer%20Olympics.jpg;Emil Zátopek;Czech long-distance runner (1922–2000);https://nl.wikipedia.org/wiki/Emil_Z%C3%A1topek
http://commons.wikimedia.org/wiki/Special:FilePath/Burgemeester%20De%20Vlugt%20en%20Dr.%20Josephus%20Jitta%201923.jpg;A.C. Josephus Jitta;Dutch jurist (1887-1958);https://nl.wikipedia.org/wiki/A.C._Josephus_Jitta
http://commons.wikimedia.org/wiki/Special:FilePath/Carel%20Bernard%20Koopman-Portrait.jpg;Carel Koopman;Dutch carom billiards player (1889–1952);https://nl.wikipedia.org/wiki/Carel_Koopman
http://commons.wikimedia.org/wiki/Special:FilePath/Aaltje%20Noordewier-Reddingius%20-%20Onze%20Musici%20%281923%29.jpg;Aaltje Noordewier-Reddingius;Dutch classical soprano (1868–1949);https://nl.wikipedia.org/wiki/Aaltje_Noordewier-Reddingius
http://commons.wikimedia.org/wiki/Special:FilePath/Bernhard%20van%20den%20Sigtenhorst%20Meyer%20-%20Onze%20Musici%20%281923%29.jpg;Bernhard van den Sigtenhorst Meyer;Dutch composer and teacher (1888–1953);https://nl.wikipedia.org/wiki/Bernhard_van_den_Sigtenhorst_Meyer
http://commons.wikimedia.org/wiki/Special:FilePath/Bertha%20Frensel%20Wegener%20-%20Onze%20Musici%20%281923%29.jpg;Bertha Frensel Wegener;Dutch composer and music educator (1874-1953);https://nl.wikipedia.org/wiki/Bertha_Koopman
http://commons.wikimedia.org/wiki/Special:FilePath/Betty%20Robinson.jpg;Betty Robinson;athletics competitor (1911-1999);https://nl.wikipedia.org/wiki/Betty_Robinson
http://commons.wikimedia.org/wiki/Special:FilePath/Bram%20Eldering%20-%20Onze%20Musici%20%281923%29.jpg;Bram Eldering;Dutch concertmaster (1865-1943);https://nl.wikipedia.org/wiki/Bram_Eldering
http://commons.wikimedia.org/wiki/Special:FilePath/Carel%20Butter%20van%20Hulst%20-%20Onze%20Musici%20%281923%29.jpg;Carel Butter;Dutch singer;https://nl.wikipedia.org/wiki/Carel_Butter
http://commons.wikimedia.org/wiki/Special:FilePath/Carel%20Oberstadt%20-%20Onze%20Musici%20%281923%29.jpg;Carel Oberstadt;Dutch composer and pianist;https://nl.wikipedia.org/wiki/Carel_Oberstadt
http://commons.wikimedia.org/wiki/Special:FilePath/Carel%20Wirtz%20-%20Onze%20Musici%20%281923%29.jpg;Carel Wirtz;Dutch pianist (1841-1935);https://nl.wikipedia.org/wiki/Carel_Wirtz
http://commons.wikimedia.org/wiki/Special:FilePath/Fred%20J.%20Roeske%20-%20Onze%20Musici%20%281923%29.jpg;Fred, J. Roeske;Dutch musician;https://nl.wikipedia.org/wiki/Fred._J._Roeske
http://commons.wikimedia.org/wiki/Special:FilePath/Frits%20Koeberg%20-%20Onze%20Musici%20%281923%29.jpg;Frits Koeberg;Netherlands composer, educator and conductor (1876-1961);https://nl.wikipedia.org/wiki/Frits_Koeberg
http://commons.wikimedia.org/wiki/Special:FilePath/Foto%20uit%20H.E.W.%20Wolff%2C%20Kleuren.%20De%20ontwikkeling%20en%20toepassing%20der%20kleurenfotografie%20-%20MMKB06%20000002082%2000253%20image.jpg;Annemie Wolff;German-Dutch photographer;https://nl.wikipedia.org/wiki/Annemie_Wolff
http://commons.wikimedia.org/wiki/Special:FilePath/Frederik%20van%20Eeden%2C%201920.jpg;Frederik van Eeden;Dutch writer and psychiatrist (1860-1932);https://nl.wikipedia.org/wiki/Frederik_van_Eeden_(schrijver)
http://commons.wikimedia.org/wiki/Special:FilePath/Berhardina%20Midderigh-Bokhorst%2C%201913.jpg;B. Midderigh-Bokhorst;Dutch artist (1880-1972);https://nl.wikipedia.org/wiki/Berhardina_Midderigh-Bokhorst
http://commons.wikimedia.org/wiki/Special:FilePath/Bernard%20Zweers%20-%20Onze%20Musici%20%281923%29.jpg;Bernard Zweers;Dutch composer (1854–1924);https://nl.wikipedia.org/wiki/Bernard_Zweers
http://commons.wikimedia.org/wiki/Special:FilePath/Charles%20Schnebellie.jpg;Charles Schnebbelie;Dutch hydraullc engineer;https://nl.wikipedia.org/wiki/Charles_Schnebbelie
http://commons.wikimedia.org/wiki/Special:FilePath/Enomoto%20Takeaki%20-%20KONB11-S4261-15A.jpg;Enomoto Takeaki;Japanese admiral, cabinet minister (1836-1908);https://nl.wikipedia.org/wiki/Enomoto_Takeaki
http://commons.wikimedia.org/wiki/Special:FilePath/E.G.%20Verkade%20benoemd%20tot%20Directeur%20der%20Vennootschap%20van%20de%20Nederlandsche%20Gist-%20en%20Spiritusfabriek%2C%201906.jpg;Ericus Verkade;Dutch businessman;https://nl.wikipedia.org/wiki/Ericus_Gerhardus_Verkade
http://commons.wikimedia.org/wiki/Special:FilePath/Mathieu%20de%20Foix-Comminges.jpg;Mathieu de Foix-Comminges;French noble;https://nl.wikipedia.org/wiki/Matheus_van_Foix-Comminges
